reaction_id,substrate_smiles,substrate_class,leaving_group,reagent_smiles,reagent_role,solvent_type,temperature_class,mechanism_class
3002,CCCCI,1°,I,Br,acid,non_polar,room_temp,other
3003,C=C,alkene,None,Br2,radical_source,non_polar,low,electrophilic_addition
3004,CI,methyl,I,Br,acid,non_polar,low,other
3005,C=C(C)C,alkene,None,Cl,acid,polar_aprotic,low,electrophilic_addition
3006,CC(C)(C)Cl,3°,Cl,I-,strong_nucleophile,polar_aprotic,room_temp,other
3007,CC(C)CBr,1°,Br,CO,weak_nucleophile,non_polar,room_temp,SN2
3008,CC(C)CBr,1°,Br,Cl2,radical_source,polar_protic,low,other
3009,CCCCl,1°,Cl,Br2,radical_source,polar_protic,heat,other
3010,CBr,methyl,Br,Br2,radical_source,non_polar,heat,other
3011,CCCCl,1°,Cl,RS-,strong_nucleophile,non_polar,room_temp,SN2
3012,CC(C)Br,2°,Br,CC[O-],strong_base,polar_protic,heat,E2
3013,CC(C)CBr,1°,Br,Cl,acid,polar_protic,room_temp,other
3014,CCBr,1°,Br,Br,acid,non_polar,heat,other
3015,CI,methyl,I,Br2,radical_source,non_polar,room_temp,other
3016,CCBr,1°,Br,CC[O-],strong_base,polar_aprotic,heat,SN2
3017,CCC(C)(C)Br,3°,Br,Cl2,radical_source,non_polar,room_temp,other
3018,BrC1CCCCC1,2°,Br,[OH-],strong_base,non_polar,room_temp,other
3019,CC(C)I,2°,I,Br,acid,non_polar,heat,other
3020,C=CC,alkene,None,Cl2,radical_source,polar_protic,room_temp,electrophilic_addition
3021,CI,methyl,I,CC[O-],strong_base,non_polar,low,SN2
3022,CC(C)(C)Cl,3°,Cl,Br,acid,polar_protic,heat,other
3023,CC(C)CBr,1°,Br,Br,acid,polar_aprotic,heat,other
3024,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_aprotic,low,other
3025,CBr,methyl,Br,O,weak_nucleophile,polar_aprotic,heat,SN2
3026,CC(C)I,2°,I,CN-,strong_nucleophile,non_polar,heat,other
3027,CCCCI,1°,I,CN-,strong_nucleophile,polar_protic,room_temp,SN2
3028,CC(C)(C)Br,3°,Br,Br,acid,non_polar,heat,other
3029,C=CC,alkene,None,Cl2,radical_source,polar_protic,room_temp,electrophilic_addition
3030,CC(C)I,2°,I,Br,acid,polar_protic,low,other
3031,CCCCI,1°,I,CN-,strong_nucleophile,polar_protic,heat,SN2
3032,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,non_polar,heat,other
3033,CCCCl,1°,Cl,O,weak_nucleophile,polar_protic,heat,SN2
3034,CC(C)CBr,1°,Br,[OH-],strong_base,polar_protic,heat,SN2
3035,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,non_polar,low,other
3036,CCCCI,1°,I,Br2,radical_source,polar_protic,heat,other
3037,CCC(C)Cl,2°,Cl,O,weak_nucleophile,polar_aprotic,room_temp,other
3038,CCC(C)(C)I,3°,I,Cl2,radical_source,non_polar,room_temp,other
3039,CCl,methyl,Cl,[OH-],strong_base,non_polar,room_temp,SN2
3040,C=CC,alkene,None,Br,acid,polar_aprotic,low,electrophilic_addition
3041,C=C,alkene,None,Cl2,radical_source,polar_protic,room_temp,electrophilic_addition
3042,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,heat,other
3043,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_aprotic,heat,other
3044,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,low,SN2
3045,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_aprotic,room_temp,E2
3046,CC(C)I,2°,I,Br2,radical_source,polar_protic,low,other
3047,BrC1CCCCC1,2°,Br,Cl,acid,polar_protic,low,other
3048,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_aprotic,heat,SN2
3049,CCCCl,1°,Cl,Cl2,radical_source,polar_aprotic,heat,other
3050,CCCCl,1°,Cl,O,weak_nucleophile,polar_aprotic,heat,SN2
3051,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,polar_aprotic,room_temp,E2
3052,CCCCl,1°,Cl,[OH-],strong_base,polar_protic,low,SN2
3053,CC(C)I,2°,I,CC[O-],strong_base,polar_aprotic,heat,E2
3054,C=C,alkene,None,Br,acid,polar_protic,low,electrophilic_addition
3055,CC(C)CBr,1°,Br,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
3056,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_protic,low,SN2
3057,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,non_polar,heat,other
3058,CC(C)I,2°,I,Cl,acid,non_polar,room_temp,other
3059,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_protic,heat,E1
3060,CCC(C)(C)I,3°,I,Cl,acid,non_polar,room_temp,other
3061,CCC(C)(C)Br,3°,Br,Cl2,radical_source,non_polar,room_temp,other
3062,CC(C)CBr,1°,Br,O,weak_nucleophile,non_polar,low,SN2
3063,CC(C)(C)Br,3°,Br,Br,acid,polar_aprotic,heat,other
3064,C=C,alkene,None,Cl,acid,polar_protic,low,electrophilic_addition
3065,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,non_polar,heat,other
3066,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_aprotic,heat,E2
3067,CC(C)CBr,1°,Br,Cl,acid,non_polar,room_temp,other
3068,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_aprotic,room_temp,other
3069,C=C,alkene,None,Cl,acid,non_polar,room_temp,electrophilic_addition
3070,CC(C)Br,2°,Br,Cl,acid,polar_protic,heat,other
3071,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_protic,room_temp,E2
3072,CCC(C)Cl,2°,Cl,Cl2,radical_source,non_polar,heat,other
3073,CCCCI,1°,I,CN-,strong_nucleophile,non_polar,heat,SN2
3074,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,low,other
3075,CBr,methyl,Br,Cl2,radical_source,polar_aprotic,heat,other
3076,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_aprotic,low,SN2
3077,CCC(C)Cl,2°,Cl,Br,acid,polar_aprotic,low,other
3078,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_aprotic,low,other
3079,CC(C)CBr,1°,Br,CN-,strong_nucleophile,polar_protic,room_temp,SN2
3080,CC(C)(C)Cl,3°,Cl,I-,strong_nucleophile,polar_aprotic,heat,other
3081,C=C(C)C,alkene,None,Br2,radical_source,polar_protic,room_temp,electrophilic_addition
3082,CC(C)I,2°,I,CN-,strong_nucleophile,non_polar,heat,other
3083,C1CCCCC1,alkane,None,Br2,radical_source,non_polar,heat,radical_substitution
3084,CC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,heat,other
3085,CCl,methyl,Cl,Br,acid,non_polar,low,other
3086,CI,methyl,I,CO,weak_nucleophile,non_polar,low,SN2
3087,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_protic,room_temp,other
3088,CC(C)(C)Br,3°,Br,Br,acid,polar_aprotic,room_temp,other
3089,CC(C)Br,2°,Br,[OH-],strong_base,polar_protic,heat,E2
3090,CBr,methyl,Br,Br2,radical_source,polar_aprotic,room_temp,other
3091,CCC(C)Cl,2°,Cl,Br,acid,polar_protic,low,other
3092,CCBr,1°,Br,Br,acid,polar_aprotic,room_temp,other
3093,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,heat,E1
3094,CCC(C)Cl,2°,Cl,[OH-],strong_base,non_polar,low,other
3095,CCBr,1°,Br,O,weak_nucleophile,polar_aprotic,heat,SN2
3096,CC(C)Br,2°,Br,Cl2,radical_source,polar_aprotic,room_temp,other
3097,CBr,methyl,Br,Cl2,radical_source,polar_protic,heat,other
3098,BrC1CCCCC1,2°,Br,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
3099,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,polar_aprotic,heat,other
3100,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,low,E2
3101,C=C,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
3102,CBr,methyl,Br,CC[O-],strong_base,polar_aprotic,room_temp,SN2
3103,CCCCl,1°,Cl,Cl2,radical_source,non_polar,heat,other
3104,C=CC,alkene,None,Br2,radical_source,polar_aprotic,room_temp,electrophilic_addition
3105,CI,methyl,I,CN-,strong_nucleophile,non_polar,room_temp,SN2
3106,CI,methyl,I,O,weak_nucleophile,polar_aprotic,low,SN2
3107,CC(C)(C)Br,3°,Br,[OH-],strong_base,polar_protic,heat,E2
3108,CC(C)I,2°,I,CO,weak_nucleophile,polar_aprotic,room_temp,other
3109,BrC1CCCCC1,2°,Br,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
3110,CI,methyl,I,Cl,acid,polar_protic,heat,other
3111,C=C,alkene,None,Br2,radical_source,polar_aprotic,room_temp,electrophilic_addition
3112,C=C(C)C,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
3113,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,polar_protic,room_temp,other
3114,CC(C)CBr,1°,Br,Cl,acid,polar_aprotic,low,other
3115,CC(C)CBr,1°,Br,Cl,acid,polar_protic,heat,other
3116,CCCCI,1°,I,Cl,acid,polar_protic,low,other
3117,CC(C)Br,2°,Br,Br,acid,polar_aprotic,heat,other
3118,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_protic,heat,other
3119,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,low,other
3120,CCBr,1°,Br,Br2,radical_source,polar_aprotic,heat,other
3121,CCC(C)(C)I,3°,I,Br,acid,polar_protic,room_temp,other
3122,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,polar_aprotic,heat,E2
3123,C=C(C)C,alkene,None,Cl2,radical_source,non_polar,low,electrophilic_addition
3124,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,low,other
3125,CC(C)(C)Cl,3°,Cl,Cl,acid,non_polar,room_temp,other
3126,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,heat,other
3127,CCBr,1°,Br,CO,weak_nucleophile,polar_protic,low,SN2
3128,CC(C)CBr,1°,Br,CC[O-],strong_base,non_polar,room_temp,SN2
3129,CCl,methyl,Cl,Cl2,radical_source,polar_protic,room_temp,other
3130,CCC(C)(C)Br,3°,Br,CC[O-],strong_base,non_polar,heat,E2
3131,CCC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_aprotic,room_temp,E2
3132,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_aprotic,low,other
3133,CI,methyl,I,CO,weak_nucleophile,polar_aprotic,low,SN2
3134,CCl,methyl,Cl,Cl,acid,polar_aprotic,heat,other
3135,CCl,methyl,Cl,[OH-],strong_base,polar_aprotic,low,SN2
3136,CC(C)I,2°,I,CN-,strong_nucleophile,non_polar,heat,other
3137,CCBr,1°,Br,[OH-],strong_base,polar_aprotic,low,SN2
3138,CC(C)I,2°,I,RS-,strong_nucleophile,polar_aprotic,heat,SN2
3139,CC(C)(C)Cl,3°,Cl,Br,acid,non_polar,room_temp,other
3140,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_aprotic,room_temp,other
3141,CC(C)Br,2°,Br,Br,acid,polar_aprotic,room_temp,other
3142,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,polar_protic,low,other
3143,CCC(C)(C)Br,3°,Br,[OH-],strong_base,non_polar,room_temp,E2
3144,CC(C)Br,2°,Br,Cl2,radical_source,polar_protic,heat,other
3145,CCCCI,1°,I,Br,acid,polar_aprotic,heat,other
3146,CC(C)(C)Cl,3°,Cl,I-,strong_nucleophile,polar_protic,heat,other
3147,CCCCl,1°,Cl,Cl2,radical_source,non_polar,room_temp,other
3148,CCBr,1°,Br,[OH-],strong_base,polar_protic,room_temp,SN2
3149,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,polar_protic,room_temp,other
3150,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,heat,E1
3151,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,non_polar,heat,other
3152,CBr,methyl,Br,RS-,strong_nucleophile,non_polar,heat,SN2
3153,CCCCI,1°,I,I-,strong_nucleophile,polar_protic,low,SN2
3154,CCCCI,1°,I,CC[O-],strong_base,polar_aprotic,heat,SN2
3155,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,non_polar,heat,other
3156,CCl,methyl,Cl,Cl,acid,non_polar,heat,other
3157,CC(C)Br,2°,Br,I-,strong_nucleophile,non_polar,low,other
3158,CCBr,1°,Br,RS-,strong_nucleophile,non_polar,heat,SN2
3159,CCBr,1°,Br,I-,strong_nucleophile,non_polar,room_temp,SN2
3160,CCCCI,1°,I,Br2,radical_source,polar_aprotic,heat,other
3161,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_aprotic,low,other
3162,CC(C)CBr,1°,Br,[OH-],strong_base,polar_protic,heat,SN2
3163,CCl,methyl,Cl,Cl,acid,polar_aprotic,low,other
3164,CBr,methyl,Br,Br2,radical_source,polar_aprotic,room_temp,other
3165,CC(C)I,2°,I,Br,acid,polar_aprotic,heat,other
3166,CCBr,1°,Br,O,weak_nucleophile,non_polar,low,SN2
3167,CCBr,1°,Br,Br2,radical_source,polar_aprotic,room_temp,other
3168,CI,methyl,I,Br2,radical_source,polar_aprotic,heat,other
3169,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,non_polar,room_temp,other
3170,CC(C)CBr,1°,Br,[OH-],strong_base,polar_aprotic,heat,SN2
3171,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_protic,room_temp,other
3172,CCC(C)Cl,2°,Cl,CC[O-],strong_base,non_polar,room_temp,other
3173,CCl,methyl,Cl,I-,strong_nucleophile,polar_aprotic,low,SN2
3174,CBr,methyl,Br,O,weak_nucleophile,non_polar,heat,SN2
3175,CCC(C)Cl,2°,Cl,O,weak_nucleophile,polar_aprotic,heat,other
3176,CCC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,heat,other
3177,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_protic,low,SN2
3178,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_aprotic,low,other
3179,CC(C)Br,2°,Br,Br,acid,non_polar,heat,other
3180,CC(C)I,2°,I,Cl,acid,polar_aprotic,room_temp,other
3181,CCCCl,1°,Cl,Cl2,radical_source,polar_aprotic,room_temp,other
3182,CC(C)(C)Cl,3°,Cl,O,weak_nucleophile,polar_aprotic,room_temp,other
3183,CBr,methyl,Br,Br,acid,polar_protic,room_temp,other
3184,CCCCl,1°,Cl,Cl,acid,polar_protic,room_temp,other
3185,CCCCI,1°,I,Br,acid,non_polar,heat,other
3186,CCCCl,1°,Cl,Cl2,radical_source,polar_protic,heat,other
3187,CC(C)I,2°,I,RS-,strong_nucleophile,polar_aprotic,low,SN2
3188,CI,methyl,I,I-,strong_nucleophile,polar_protic,room_temp,SN2
3189,CC(C)Br,2°,Br,Br2,radical_source,polar_aprotic,heat,other
3190,CI,methyl,I,CN-,strong_nucleophile,polar_aprotic,heat,SN2
3191,C=C(C)C,alkene,None,Cl,acid,non_polar,room_temp,electrophilic_addition
3192,CCl,methyl,Cl,RS-,strong_nucleophile,polar_protic,low,SN2
3193,CC(C)C,alkane,None,Cl2,radical_source,non_polar,room_temp,radical_substitution
3194,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,polar_aprotic,heat,SN2
3195,C=C,alkene,None,Br,acid,polar_protic,low,electrophilic_addition
3196,CCC(C)(C)I,3°,I,CC[O-],strong_base,non_polar,room_temp,E2
3197,CCC(C)Cl,2°,Cl,Br,acid,polar_aprotic,room_temp,other
3198,CI,methyl,I,CN-,strong_nucleophile,non_polar,heat,SN2
3199,CC(C)I,2°,I,CC[O-],strong_base,polar_protic,room_temp,other
3200,CCBr,1°,Br,Cl2,radical_source,polar_aprotic,heat,other
3201,CC(C)CBr,1°,Br,O,weak_nucleophile,polar_aprotic,room_temp,SN2
3202,CCBr,1°,Br,CC[O-],strong_base,non_polar,heat,SN2
3203,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_aprotic,heat,other
3204,C=CC,alkene,None,Br,acid,polar_aprotic,low,electrophilic_addition
3205,CCC(C)Cl,2°,Cl,O,weak_nucleophile,polar_protic,low,SN1
3206,CC(C)Br,2°,Br,RS-,strong_nucleophile,polar_protic,room_temp,other
3207,CC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,room_temp,other
3208,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,non_polar,room_temp,other
3209,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_aprotic,room_temp,other
3210,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
3211,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,low,SN1
3212,CC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,heat,other
3213,CC(C)Br,2°,Br,CO,weak_nucleophile,non_polar,room_temp,other
3214,CI,methyl,I,Br,acid,polar_aprotic,room_temp,other
3215,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_aprotic,room_temp,E2
3216,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_aprotic,heat,other
3217,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_protic,low,E2
3218,CCC(C)(C)Br,3°,Br,Cl,acid,non_polar,heat,other
3219,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,low,other
3220,CC(C)I,2°,I,[OH-],strong_base,non_polar,heat,E2
3221,CBr,methyl,Br,[OH-],strong_base,non_polar,heat,SN2
3222,CC(C)I,2°,I,Cl,acid,polar_aprotic,heat,other
3223,CBr,methyl,Br,CN-,strong_nucleophile,polar_protic,heat,SN2
3224,CC(C)(C)Cl,3°,Cl,Br,acid,polar_aprotic,room_temp,other
3225,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_protic,room_temp,other
3226,CC(C)CBr,1°,Br,Br2,radical_source,polar_aprotic,low,other
3227,C=CC,alkene,None,Cl2,radical_source,polar_aprotic,heat,electrophilic_addition
3228,BrC1CCCCC1,2°,Br,Cl2,radical_source,non_polar,room_temp,other
3229,C=C(C)C,alkene,None,Br,acid,polar_aprotic,heat,electrophilic_addition
3230,C=C(C)C,alkene,None,Br,acid,polar_protic,room_temp,electrophilic_addition
3231,BrC1CCCCC1,2°,Br,Cl,acid,polar_protic,room_temp,other
3232,CCCCl,1°,Cl,Br,acid,polar_aprotic,low,other
3233,CC(C)I,2°,I,Br,acid,non_polar,low,other
3234,CBr,methyl,Br,[OH-],strong_base,polar_aprotic,low,SN2
3235,CCCCI,1°,I,CC[O-],strong_base,polar_protic,heat,SN2
3236,CC(C)I,2°,I,I-,strong_nucleophile,polar_aprotic,low,SN2
3237,CC(C)I,2°,I,CC[O-],strong_base,polar_protic,low,other
3238,CC(C)C,alkane,None,Cl2,radical_source,polar_aprotic,heat,radical_substitution
3239,CCBr,1°,Br,CC[O-],strong_base,polar_aprotic,heat,SN2
3240,CBr,methyl,Br,Br,acid,non_polar,room_temp,other
3241,CCC(C)(C)I,3°,I,Br,acid,non_polar,room_temp,other
3242,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,non_polar,low,other
3243,CC(C)Br,2°,Br,CN-,strong_nucleophile,non_polar,room_temp,other
3244,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,polar_aprotic,room_temp,E2
3245,CCCCI,1°,I,CO,weak_nucleophile,polar_aprotic,heat,SN2
3246,CC(C)Br,2°,Br,CN-,strong_nucleophile,non_polar,low,other
3247,CCC(C)(C)I,3°,I,Br2,radical_source,polar_aprotic,heat,other
3248,CCC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,room_temp,other
3249,CCCCl,1°,Cl,I-,strong_nucleophile,polar_protic,heat,SN2
3250,CCC(C)(C)I,3°,I,I-,strong_nucleophile,non_polar,room_temp,other
3251,CBr,methyl,Br,I-,strong_nucleophile,polar_protic,room_temp,SN2
3252,CCCCI,1°,I,Br2,radical_source,non_polar,room_temp,other
3253,CC(C)I,2°,I,RS-,strong_nucleophile,polar_aprotic,heat,SN2
3254,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_protic,room_temp,E2
3255,CC(C)I,2°,I,O,weak_nucleophile,polar_protic,heat,SN1
3256,CC(C)Br,2°,Br,Br2,radical_source,non_polar,low,other
3257,CI,methyl,I,I-,strong_nucleophile,polar_aprotic,heat,SN2
3258,C=CC,alkene,None,Br2,radical_source,polar_protic,room_temp,electrophilic_addition
3259,CCl,methyl,Cl,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
3260,C=C(C)C,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
3261,CCBr,1°,Br,CC[O-],strong_base,polar_aprotic,low,SN2
3262,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN1
3263,CC(C)I,2°,I,RS-,strong_nucleophile,polar_protic,room_temp,other
3264,CI,methyl,I,CC[O-],strong_base,polar_protic,heat,SN2
3265,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,non_polar,room_temp,other
3266,CBr,methyl,Br,I-,strong_nucleophile,polar_aprotic,low,SN2
3267,CC(C)I,2°,I,Cl,acid,polar_aprotic,low,other
3268,CC(C)CBr,1°,Br,Cl2,radical_source,polar_protic,room_temp,other
3269,CCC(C)Cl,2°,Cl,Cl2,radical_source,polar_protic,low,other
3270,CCl,methyl,Cl,RS-,strong_nucleophile,polar_aprotic,low,SN2
3271,CCCCl,1°,Cl,Cl2,radical_source,polar_aprotic,room_temp,other
3272,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_aprotic,room_temp,other
3273,CCCCl,1°,Cl,CN-,strong_nucleophile,polar_aprotic,low,SN2
3274,CC(C)I,2°,I,Cl,acid,non_polar,room_temp,other
3275,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_protic,low,other
3276,CC(C)I,2°,I,Cl,acid,non_polar,heat,other
3277,CC(C)(C)Br,3°,Br,Cl2,radical_source,non_polar,heat,other
3278,CCCCI,1°,I,Br2,radical_source,polar_aprotic,low,other
3279,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,heat,other
3280,CCBr,1°,Br,CN-,strong_nucleophile,polar_protic,heat,SN2
3281,CI,methyl,I,Cl2,radical_source,polar_aprotic,room_temp,other
3282,BrC1CCCCC1,2°,Br,Cl2,radical_source,non_polar,heat,other
3283,CCCCI,1°,I,[OH-],strong_base,non_polar,room_temp,SN2
3284,CC(C)Br,2°,Br,Cl,acid,polar_aprotic,low,other
3285,CC(C)C,alkane,None,Cl2,radical_source,polar_aprotic,heat,radical_substitution
3286,CCC(C)Cl,2°,Cl,Cl,acid,polar_protic,low,other
3287,CCC(C)(C)I,3°,I,Br,acid,polar_aprotic,heat,other
3288,CC(C)Br,2°,Br,Cl,acid,polar_aprotic,low,other
3289,CCBr,1°,Br,CC[O-],strong_base,polar_protic,room_temp,SN2
3290,CBr,methyl,Br,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
3291,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,non_polar,room_temp,other
3292,CC(C)CBr,1°,Br,[OH-],strong_base,polar_aprotic,heat,SN2
3293,BrC1CCCCC1,2°,Br,[OH-],strong_base,non_polar,low,other
3294,CI,methyl,I,CO,weak_nucleophile,polar_protic,heat,SN2
3295,CBr,methyl,Br,Cl2,radical_source,polar_protic,low,other
3296,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,room_temp,other
3297,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
3298,CCBr,1°,Br,CO,weak_nucleophile,polar_protic,heat,SN2
3299,CCC(C)Cl,2°,Cl,Br,acid,polar_protic,room_temp,other
3300,CCCCl,1°,Cl,I-,strong_nucleophile,polar_protic,room_temp,SN2
3301,CI,methyl,I,[OH-],strong_base,polar_aprotic,heat,SN2
3302,CBr,methyl,Br,[OH-],strong_base,polar_aprotic,low,SN2
3303,CC(C)CBr,1°,Br,Br,acid,polar_aprotic,room_temp,other
3304,C=C(C)C,alkene,None,Br2,radical_source,polar_protic,room_temp,electrophilic_addition
3305,CCC,alkane,None,Br2,radical_source,non_polar,room_temp,radical_substitution
3306,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_protic,heat,other
3307,CCl,methyl,Cl,CN-,strong_nucleophile,polar_protic,heat,SN2
3308,CCC(C)Cl,2°,Cl,CO,weak_nucleophile,polar_protic,heat,SN1
3309,CCC(C)Cl,2°,Cl,Cl,acid,polar_protic,low,other
3310,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,heat,E1
3311,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,non_polar,heat,E2
3312,CC(C)Br,2°,Br,CC[O-],strong_base,non_polar,low,other
3313,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,non_polar,room_temp,other
3314,CC(C)Br,2°,Br,CC[O-],strong_base,polar_protic,room_temp,other
3315,CC(C)(C)Cl,3°,Cl,Br2,radical_source,polar_protic,room_temp,other
3316,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,non_polar,low,other
3317,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_protic,low,other
3318,CI,methyl,I,Cl,acid,polar_protic,heat,other
3319,C=C,alkene,None,Cl2,radical_source,non_polar,room_temp,electrophilic_addition
3320,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,polar_protic,low,other
3321,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,polar_aprotic,heat,E2
3322,C=CC,alkene,None,Cl,acid,polar_protic,low,electrophilic_addition
3323,CCC(C)Cl,2°,Cl,Br,acid,polar_aprotic,heat,other
3324,CCC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,heat,other
3325,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,non_polar,room_temp,other
3326,CC(C)(C)Br,3°,Br,[OH-],strong_base,polar_protic,heat,E2
3327,C=C,alkene,None,Cl2,radical_source,polar_aprotic,heat,electrophilic_addition
3328,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,non_polar,heat,other
3329,CI,methyl,I,Br2,radical_source,polar_aprotic,heat,other
3330,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_aprotic,room_temp,other
3331,CCl,methyl,Cl,RS-,strong_nucleophile,polar_aprotic,heat,SN2
3332,CCC,alkane,None,Br2,radical_source,polar_protic,heat,radical_substitution
3333,CCC(C)(C)I,3°,I,Br,acid,polar_protic,heat,other
3334,CC(C)CBr,1°,Br,[OH-],strong_base,polar_aprotic,low,SN2
3335,C=C,alkene,None,Br2,radical_source,polar_protic,room_temp,electrophilic_addition
3336,CI,methyl,I,Br2,radical_source,polar_protic,heat,other
3337,CCl,methyl,Cl,Br,acid,polar_protic,room_temp,other
3338,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_protic,heat,SN2
3339,CCC(C)Cl,2°,Cl,CO,weak_nucleophile,non_polar,low,other
3340,CCl,methyl,Cl,CN-,strong_nucleophile,polar_aprotic,low,SN2
3341,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_aprotic,room_temp,other
3342,CBr,methyl,Br,CN-,strong_nucleophile,non_polar,room_temp,SN2
3343,CCCCI,1°,I,Cl,acid,polar_protic,room_temp,other
3344,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,room_temp,other
3345,CCCCI,1°,I,I-,strong_nucleophile,non_polar,room_temp,SN2
3346,CBr,methyl,Br,O,weak_nucleophile,polar_aprotic,low,SN2
